FileName,ClassLabel
CatCat,Unexpected
DogDog,Unexpected
ElephantElephant,Unexpected
FishFish,Unexpected
BirdMonkey,Unexpected
CatDog,Unexpected
CatHorse,Unexpected
DogFish,Unexpected
ElephantBird,Unexpected
ElephantHorse,Unexpected
FishPanda,Unexpected
HorseBird,Unexpected
HorseCow,Unexpected
HorseMonkey,Unexpected
MonkeyBird,Unexpected
MonkeyKangaroo,Unexpected
PandaCat,Unexpected
