BirdMonkey.mat, 18.5946
CatCat.mat, 19.3630
CatDog.mat, 21.2902
CatHorse.mat, 22.9138
DogDog.mat, 20.9283
DogFish.mat, 22.1223
ElephantBird.mat, 21.5021
ElephantElephant.mat, 23.4255
ElephantHorse.mat, 29.5196
FishFish.mat, 17.5378
FishPanda.mat, 18.6486
HorseBird.mat, 21.6885
HorseCow.mat, 19.9750
HorseMonkey.mat, 19.8382
MonkeyBird.mat, 22.3871
MonkeyKangaroo.mat, 20.2441
PandaCat.mat, 19.9530
